time,P,G(i),H_sun,T2m,WS10m,Int
20230818:1211,740.19,971.33,50.4,23.52,2.83,0
20230818:1311,701.42,921.87,47.03,24.01,2.41,0
20230818:1411,531.33,682.9,40.94,24.34,2.62,0
20230818:1511,481.1,614.3,33.13,24.51,3.1,0
20230818:1611,136.46,186.5,24.38,24.9,3.17,0
20230818:1711,16.94,34.92,15.26,24.9,2.41,0
20230818:1811,15.5,32.73,6.2,24.07,2.21,0
20230818:1911,0,0,0,22.87,2.28,0
20230818:2011,0,0,0,21.89,2.55,0
20230818:2111,0,0,0,21.3,2.69,0
20230818:2211,0,0,0,20.99,2.83,0
20230818:2311,0,0,0,20.81,3.17,0
20230819:0011,0,0,0,20.78,3.17,0
20230819:0111,0,0,0,20.81,3.17,0
20230819:0211,0,0,0,20.89,3.17,0
20230819:0311,0,0,0,21.11,3.24,0
20230819:0411,0,0,0,21.29,3.17,0
20230819:0511,0,5.17,5.37,21.4,3.24,0
20230819:0611,59.72,92.24,14.42,21.8,3.45,0
20230819:0711,155.63,209.35,23.55,23.26,3.31,0
20230819:0811,77.79,113.93,32.32,25.12,3.86,0
20230819:0911,443.32,564.27,40.2,25.84,4.41,0
20230819:1011,298.82,383.29,46.4,25.61,5.17,0
20230819:1111,278.53,357.88,49.96,25.07,5.24,0
20230819:1211,119.38,164.47,50.07,24.72,5.17,0
20230819:1311,76,111.18,46.7,24.31,5.31,0
20230819:1411,158.72,210.94,40.63,23.62,5.52,0
20230819:1511,475.54,594.11,32.83,23.01,5.31,0
20230819:1611,280.51,363.46,24.09,22.45,4.69,0
20230819:1711,102,163.17,14.97,21.87,3.93,0
20230819:1811,15.16,31.87,5.91,21.07,3.03,0
20230819:1911,0,0,0,20.31,2.69,0
20230819:2011,0,0,0,19.17,2.55,0
20230819:2111,0,0,0,18.34,2.55,0
20230819:2211,0,0,0,17.71,2.48,0
20230819:2311,0,0,0,17.1,2.41,0
20230820:0011,0,0,0,16.69,2.41,0
20230820:0111,0,0,0,16.34,2.48,0
20230820:0211,0,0,0,16.41,2.48,0
20230820:0311,0,0,0,16.2,2.55,0
20230820:0411,0,0,0,16.04,2.62,0
20230820:0511,11.99,26.7,5.15,15.83,2.55,0
20230820:0611,90.16,151.48,14.2,16.73,2.28,0
20230820:0711,290.26,375.16,23.33,18.34,2.69,0
20230820:0811,464.1,579.65,32.09,19.75,2.97,0
20230820:0911,620.25,785.38,39.94,21.21,3.17,0
20230820:1011,697.57,898.15,46.12,22.38,3.24,0
20230820:1111,768.53,1006.58,49.65,23.26,3.17,0
20230820:1211,761.71,997.52,49.74,23.77,3.31,0
20230820:1311,684.27,882.69,46.38,24.11,3.79,0
20230820:1411,538.21,684.38,40.32,23.93,3.66,0
20230820:1511,492.58,625.13,32.53,23.31,3.24,0
20230820:1611,161.64,215.94,23.8,22.81,2.9,0
20230820:1711,100.81,159.69,14.68,22.12,2.76,0
20230820:1811,14.56,31.01,5.62,21.12,2.14,0
20230820:1911,0,0,0,20.57,1.59,0
20230820:2011,0,0,0,19.32,1.38,0
20230820:2111,0,0,0,18.46,0.83,0
20230820:2211,0,0,0,18.58,0.28,0
20230820:2311,0,0,0,18.02,0.55,0
20230821:0011,0,0,0,16.1,1.31,0
20230821:0111,0,0,0,15.16,1.59,0
20230821:0211,0,0,0,15.39,1.31,0
20230821:0311,0,0,0,15.82,1.1,0
20230821:0411,0,0,0,15.51,1.17,0
20230821:0511,11.44,25.84,4.93,15.05,1.31,0
20230821:0611,88.2,144.83,13.98,16.21,0.97,0
20230821:0711,272.63,356.61,23.1,18.96,1.1,0
20230821:0811,450.61,571.94,31.85,20.55,1.59,0
20230821:0911,602.54,775.42,39.69,21.74,1.93,0
20230821:1011,709.96,928.34,45.83,22.8,2.41,0
20230821:1111,734.72,965.19,49.33,23.36,2.69,0
20230821:1211,685.07,893.86,49.41,24,2.97,0
20230821:1311,689.09,894.76,46.04,24.07,3.24,0
20230821:1411,595.1,763.46,40,23.95,3.1,0
20230821:1511,488.16,622.35,32.22,23.68,2.9,0
20230821:1611,292.8,384.13,23.5,23.14,2.69,0
20230821:1711,100.93,164.79,14.39,22.33,2.41,0
20230821:1811,13.36,29.29,5.32,21.25,1.72,0
20230821:1911,0,0,0,19.97,1.45,0
20230821:2011,0,0,0,18.25,1.24,0
20230821:2111,0,0,0,18.22,0.62,0
20230821:2211,0,0,0,17.68,0.41,0
20230821:2311,0,0,0,17.07,0.83,0
20230822:0011,0,0,0,15.76,1.17,0
20230822:0111,0,0,0,14.71,1.52,0
20230822:0211,0,0,0,14.25,1.72,0
20230822:0311,0,0,0,14.15,2.14,0
20230822:0411,0,0,0,14.22,2.21,0
20230822:0511,9.74,23.26,4.7,14.44,2.21,0
20230822:0611,75.14,113.78,13.76,15.95,1.93,0
20230822:0711,265.64,343.2,22.88,18.48,2.9,0
20230822:0811,359.25,447.16,31.62,19.67,3.66,0
20230822:0911,347.34,434.07,39.42,20.55,3.79,0
20230822:1011,408.61,512.14,45.54,21.42,3.79,0
20230822:1111,671.47,857.54,49,22.17,3.79,0
20230822:1211,769.04,991.51,49.07,22.72,4.14,0
20230822:1311,721.22,921.62,45.71,23.09,4.48,0
20230822:1411,634.73,800.61,39.67,22.94,4.69,0
20230822:1511,464.23,580.3,31.91,22.23,4.55,0
20230822:1611,264.76,342.9,23.2,21.58,4.28,0
20230822:1711,97.07,155.98,14.09,20.73,3.66,0
20230822:1811,11.72,26.7,5.01,19.9,2.55,0
20230822:1911,0,0,0,18.82,2.07,0
20230822:2011,0,0,0,17.8,1.72,0
20230822:2111,0,0,0,16.79,1.66,0
20230822:2211,0,0,0,15.81,1.86,0
20230822:2311,0,0,0,15.32,2.07,0
20230823:0011,0,0,0,15.2,2.14,0
20230823:0111,0,0,0,15.04,2.21,0
20230823:0211,0,0,0,15.01,2.28,0
20230823:0311,0,0,0,14.97,2.41,0
20230823:0411,0,0,0,14.96,2.48,0
20230823:0511,8.58,21.53,4.47,14.93,2.48,0
20230823:0611,80.59,126.41,13.54,15.91,2.14,0
20230823:0711,273.35,352.46,22.65,17.68,2.62,0
20230823:0811,352.94,440.81,31.38,19.53,2.9,0
20230823:0911,570.81,720.2,39.16,20.98,2.97,0
20230823:1011,704.42,908.26,45.24,22.31,3.1,0
20230823:1111,653.23,841.49,48.68,23.25,3.31,0
20230823:1211,579.6,743.46,48.73,23.66,3.24,0
20230823:1311,644.39,829.76,45.37,23.84,3.38,0
20230823:1411,614.2,785.25,39.35,23.66,3.38,0
20230823:1511,475.31,603.84,31.6,23.51,3.1,0
20230823:1611,278.74,365.97,22.89,23.03,2.83,0
20230823:1711,93.81,154.4,13.78,22.13,2.83,0
20230823:1811,10.5,24.98,4.71,20.96,2.48,0
20230823:1911,0,0,0,19.3,2.21,0
20230823:2011,0,0,0,18.31,2.07,0
20230823:2111,0,0,0,17.49,2,0
20230823:2211,0,0,0,16.76,2,0
20230823:2311,0,0,0,16.12,2,0
20230824:0011,0,0,0,15.66,2.07,0
20230824:0111,0,0,0,15.51,2,0
20230824:0211,0,0,0,15.69,2.41,0
20230824:0311,0,0,0,15.9,2.62,0
20230824:0411,0,0,0,16.04,2.48,0
20230824:0511,7.42,19.81,4.24,16.01,2,0
20230824:0611,76.02,119.11,13.32,16.75,1.72,0
20230824:0711,156.75,207.04,22.43,19.02,3.1,0
20230824:0811,246.26,312.95,31.14,20.74,3.45,0
20230824:0911,151.51,201.83,38.9,22.36,3.52,0
20230824:1011,46.77,74.43,44.94,23.33,2.9,0
20230824:1111,97.64,137.82,48.35,23.36,1.86,0
20230824:1211,123.98,169.98,48.38,23.52,2.34,0
20230824:1311,128.8,176.41,45.03,24.47,2.83,0
20230824:1411,135.4,184.28,39.02,24.54,3.38,0
20230824:1511,33.91,57.89,31.28,23.77,3.38,0
20230824:1611,96.16,135.92,22.58,23.71,4,0
20230824:1711,34.5,58.7,13.48,23.01,3.31,0
20230824:1811,8.76,22.39,4.4,22.39,2.28,0
20230824:1911,0,0,0,21.17,2,0
20230824:2011,0,0,0,20.34,2.07,0
20230824:2111,0,0,0,19.9,2.28,0
20230824:2211,0,0,0,19.8,2.41,0
20230824:2311,0,0,0,19.8,2.34,0
20230825:0011,0,0,0,19.61,2.55,0
20230825:0111,0,0,0,19.26,2.62,0
20230825:0211,0,0,0,18.83,2.07,0
20230825:0311,0,0,0,18.45,1.17,0
20230825:0411,0,0,0,18.14,1.31,0
20230825:0511,0,4.31,4.01,18.06,1.66,0
20230825:0611,3.76,13.78,13.09,18.35,2.48,0
20230825:0711,58.76,88.21,22.2,18.93,0.62,0
20230825:0811,90.5,127.72,30.89,20.02,0.21,0
20230825:0911,363.52,465.19,38.63,20.98,0.62,0
20230825:1011,140.63,189.28,44.64,21.56,1.24,0
20230825:1111,195.32,256.56,48.02,21.91,1.03,0
20230825:1211,274.89,354.65,48.03,22.55,1.52,0
20230825:1311,77.74,113.02,44.68,22.81,2.07,0
20230825:1411,230.98,298.34,38.68,22.73,2.76,0
20230825:1511,54.47,83.61,30.96,21.83,3.52,0
20230825:1611,37.35,61.56,22.27,20.57,4.14,0
20230825:1711,79.5,124.27,13.16,19.79,4.07,0
20230825:1811,6.76,18.95,4.08,19.07,3.66,0
20230825:1911,0,0,0,18.2,2.41,0
20230825:2011,0,0,0,17.3,2.76,0
20230825:2111,0,0,0,16.87,2.62,0
20230825:2211,0,0,0,16.53,2.14,0
20230825:2311,0,0,0,15.9,1.86,0
20230826:0011,0,0,0,15.41,2.14,0
20230826:0111,0,0,0,14.97,2.55,0
20230826:0211,0,0,0,14.78,3.1,0
20230826:0311,0,0,0,14.48,3.38,0
20230826:0411,0,0,0,14.16,3.31,0
20230826:0511,0,2.58,3.78,14.4,3.52,0
20230826:0611,79.26,124.49,12.87,14.69,3.66,0
20230826:0711,270.24,340.38,21.97,15.13,5.93,0
20230826:0811,349.64,423.23,30.65,15.73,6.41,0
20230826:0911,457.91,552.38,38.36,16.78,6.62,0
20230826:1011,670.96,816.92,44.34,17.67,6.83,0
20230826:1111,508.28,619.05,47.68,18.2,6.62,0
20230826:1211,72.18,103.83,47.68,18.47,6.14,0
20230826:1311,371.75,458.45,44.33,19.01,5.17,0
20230826:1411,156.58,204.69,38.34,19.24,4.48,0
20230826:1511,41.2,66.16,30.63,19.3,3.86,0
20230826:1611,172.06,224.96,21.95,18.48,3.03,0
20230826:1711,71.7,109.78,12.85,17.34,2.97,0
20230826:1811,6.32,18.09,3.76,16.83,1.79,0
20230826:1911,0,0,0,15.27,2.14,0
20230826:2011,0,0,0,14.53,2.28,0
20230826:2111,0,0,0,14.5,2.14,0
20230826:2211,0,0,0,14.27,2.28,0
20230826:2311,0,0,0,14.19,2.34,0
20230827:0011,0,0,0,13.99,2.62,0
20230827:0111,0,0,0,14.13,2.76,0
20230827:0211,0,0,0,14.06,3.1,0
20230827:0311,0,0,0,13.82,2.97,0
20230827:0411,0,0,0,13.55,2.97,0
20230827:0511,1.2,8.61,3.55,13.25,2.83,0
20230827:0611,14.67,30.32,12.64,13.83,2.69,0
20230827:0711,249.95,315.57,21.74,14.62,4.48,0
20230827:0811,373.76,454.47,30.4,15.38,4.07,0
20230827:0911,224.31,280.58,38.09,16.09,4.07,0
20230827:1011,595.87,731.51,44.04,16.96,4.34,0
20230827:1111,243.3,304.43,47.35,17.24,4.62,0
20230827:1211,548.72,669.08,47.33,16.99,5.31,0
20230827:1311,528.31,640.48,43.98,16.2,5.31,0
20230827:1411,293.88,361.68,38,16.65,4.76,0
20230827:1511,287.54,353.8,30.3,16.7,5.1,0
20230827:1611,238.19,301.26,21.63,15.87,5.45,0
20230827:1711,74.26,114.08,12.53,15.74,4.76,0
20230827:1811,4.32,14.64,3.44,15.45,3.86,0
20230827:1911,0,0,0,14.89,3.31,0
20230827:2011,0,0,0,14.54,2.9,0
20230827:2111,0,0,0,14.12,2.97,0
20230827:2211,0,0,0,13.76,3.03,0
20230827:2311,0,0,0,13.59,2.97,0
20230828:0011,0,0,0,13.51,2.83,0
20230828:0111,0,0,0,13.45,2.69,0
20230828:0211,0,0,0,13.23,2.48,0
20230828:0311,0,0,0,13.12,2.21,0
20230828:0411,0,0,0,13.03,2,0
20230828:0511,3.89,13.78,3.32,12.91,1.86,0
20230828:0611,82.89,138.09,12.41,13.47,1.52,0
20230828:0711,281.25,361.56,21.5,15.32,1.24,0
20230828:0811,443.34,553.8,30.15,16.76,1.24,0
20230828:0911,590.34,750.76,37.81,17.6,1.17,0
20230828:1011,615.85,784.2,43.73,18.29,1.72,0
20230828:1111,747.49,962.6,47.01,19.08,2.55,0
20230828:1211,483.03,604.46,46.97,19.49,2.9,0
20230828:1311,718.26,918.22,43.62,19.44,2.76,0
20230828:1411,423.05,527.14,37.66,19.6,2.9,0
20230828:1511,47.81,74.43,29.97,19.08,3.1,0
20230828:1611,117.62,159.17,21.3,18.8,3.38,0
20230828:1711,65.25,101.48,12.21,18.14,2.9,0
20230828:1811,1.16,8.61,3.12,17.3,2.48,0
20230828:1911,0,0,0,16.42,2.48,0
20230828:2011,0,0,0,15.64,2.21,0
20230828:2111,0,0,0,14.89,1.86,0
20230828:2211,0,0,0,14.21,1.52,0
20230828:2311,0,0,0,13.4,1.52,0
20230829:0011,0,0,0,13.47,1.17,0
20230829:0111,0,0,0,14.41,0.55,0
20230829:0211,0,0,0,13.88,0.97,0
20230829:0311,0,0,0,12.16,1.31,0
20230829:0411,0,0,0,11.71,1.45,0
20230829:0511,1.23,8.61,3.08,11.31,1.59,0
20230829:0611,73.74,114.83,12.18,11.92,1.45,0
20230829:0711,261.46,334.69,21.27,14.49,1.17,0
20230829:0811,316.36,392.29,29.9,16.11,1.79,0
20230829:0911,461.27,572.23,37.54,16.89,1.93,0
20230829:1011,603.23,762.69,43.42,17.63,1.86,0
20230829:1111,413.92,518.1,46.66,18.22,1.86,0
20230829:1211,247.44,314.14,46.61,18.56,1.93,0
20230829:1311,344.33,431.44,43.26,18.97,2.21,0
20230829:1411,109.25,148.85,37.31,18.75,2.48,0
20230829:1511,161.92,210.97,29.63,18.58,2.62,0
20230829:1611,177.75,232.39,20.98,18.29,2.62,0
20230829:1711,68.43,107.74,11.88,17.77,2.21,0
20230829:1811,2.4,11.2,2.79,17.18,1.79,0
20230829:1911,0,0,0,15.78,2.21,0
20230829:2011,0,0,0,14.94,2.14,0
20230829:2111,0,0,0,14.28,2.28,0
20230829:2211,0,0,0,13.5,2.41,0
20230829:2311,0,0,0,12.95,2.55,0
20230830:0011,0,0,0,12.71,2.76,0
20230830:0111,0,0,0,12.76,2.83,0
20230830:0211,0,0,0,12.72,3.03,0
20230830:0311,0,0,0,12.78,3.1,0
20230830:0411,0,0,0,13.22,3.24,0
20230830:0511,1.61,9.47,2.85,13.3,3.31,0
20230830:0611,21.44,39.51,11.95,13.59,3.59,0
20230830:0711,66.59,95.56,21.03,14.14,3.52,0
20230830:0811,266.39,327.22,29.65,14.72,4,0
20230830:0911,75.7,106.58,37.26,14.77,4.14,0
20230830:1011,151.13,194.79,43.1,14.83,3.93,0
20230830:1111,713.31,882.21,46.32,15.42,3.86,0
20230830:1211,346.64,423.82,46.25,16.22,4.76,0
20230830:1311,481.46,581.59,42.9,15.77,5.45,0
20230830:1411,31.66,53.29,36.96,16.41,5.1,0
20230830:1511,313.46,382.93,29.3,16.1,5.17,0
20230830:1611,243.88,309.78,20.64,15.91,4.69,0
20230830:1711,41.04,65.99,11.55,15.49,4.07,0
20230830:1811,0,5.17,2.46,14.92,3.45,0
20230830:1911,0,0,0,14.23,3.24,0
20230830:2011,0,0,0,13.61,3.03,0
20230830:2111,0,0,0,13.26,3.24,0
20230830:2211,0,0,0,12.81,3.59,0
20230830:2311,0,0,0,12.69,3.59,0
20230831:0011,0,0,0,12.5,3.59,0
20230831:0111,0,0,0,12.42,3.72,0
20230831:0211,0,0,0,12.29,4.07,0
20230831:0311,0,0,0,12.26,4.41,0
20230831:0411,0,0,0,12.47,4.21,0
20230831:0511,1.21,8.61,2.61,12.44,4,0
20230831:0611,81.29,135.96,11.72,13,3.79,0
20230831:0711,209.92,266.66,20.79,14.22,3.66,0
20230831:0811,157.29,202.05,29.4,15.4,4.07,0
20230831:0911,168.57,216.13,36.98,16.36,4.28,0
20230831:1011,671.73,829.55,42.79,17.2,4.41,0
20230831:1111,538.07,660.99,45.97,17.72,4.55,0
20230831:1211,481.39,590.37,45.88,17.79,4.62,0
20230831:1311,726.09,902.34,42.53,18.15,4.76,0
20230831:1411,610.93,750.46,36.6,17.82,4.55,0
20230831:1511,471.17,578.9,28.95,17.95,4.07,0
20230831:1611,265.01,341.14,20.31,17.77,3.24,0
20230831:1711,76.03,128.15,11.22,17.44,2.21,0
20230831:1811,1.17,8.61,2.12,16.56,1.24,0
20230831:1911,0,0,0,15.94,0.62,0
20230831:2011,0,0,0,15.37,0.48,0
20230831:2111,0,0,0,14.1,1.03,0
20230831:2211,0,0,0,12.78,1.38,0
20230831:2311,0,0,0,12.69,1.38,0
20230901:0011,0,0,0,12.24,1.59,0
20230901:0111,0,0,0,11.75,1.79,0
20230901:0211,0,0,0,11.38,1.93,0
20230901:0311,0,0,0,11.29,1.93,0
20230901:0411,0,0,0,11.67,1.86,0
20230901:0511,0,0.86,2.37,12.17,1.86,0
20230901:0611,7.82,20.21,11.49,13.01,1.79,0
20230901:0711,27.66,47.78,20.55,14.13,1.79,0
20230901:0811,82.24,114.85,29.14,15.23,1.93,0
20230901:0911,62.81,91.88,36.69,16.04,2.21,0
20230901:1011,323.31,400.29,42.47,16.71,2.62,0
20230901:1111,365.05,452.46,45.62,17.06,2.41,0
20230901:1211,155.43,203.06,45.51,17.62,2.21,0
20230901:1311,257.51,324.6,42.17,17.98,2.14,0
20230901:1411,97.05,134.15,36.25,18.48,2.28,0
20230901:1511,213.63,272.63,28.61,18.82,2.21,0
20230901:1611,125.47,169.84,19.97,19.04,1.66,0
20230901:1711,49.12,79.78,10.89,18.87,1.24,0
20230901:1811,0,1.72,1.79,18.4,0.9,0
20230901:1911,0,0,0,17.3,1.86,0
20230901:2011,0,0,0,16.76,1.79,0
20230901:2111,0,0,0,16.02,1.93,0
20230901:2211,0,0,0,15.72,2,0
20230901:2311,0,0,0,15.59,1.93,0
20230902:0011,0,0,0,15.3,1.79,0
20230902:0111,0,0,0,15.02,1.59,0
20230902:0211,0,0,0,14.76,1.52,0
20230902:0311,0,0,0,14.53,1.59,0
20230902:0411,0,0,0,14.32,1.59,0
20230902:0511,0,1.72,2.14,14.15,1.59,0
20230902:0611,28.03,48.67,11.25,14.77,1.24,0
20230902:0711,112.01,151.21,20.31,15.98,1.66,0
20230902:0811,88.94,124.04,28.89,17.65,2,0
20230902:0911,202.3,259.52,36.41,18.85,2.21,0
20230902:1011,152.02,200.93,42.15,19.86,2.21,0
20230902:1111,303.28,383.62,45.27,20.53,2.55,0
20230902:1211,354.37,446.78,45.14,21.01,2.76,0
20230902:1311,580.34,736.14,41.8,21.27,2.9,0
20230902:1411,564.61,714.05,35.89,21.35,2.83,0
20230902:1511,386.46,486.87,28.26,21.21,2.55,0
20230902:1611,246.63,324.16,19.63,20.98,2.83,0
20230902:1711,61.41,102.95,10.55,20.17,2.76,0
20230902:1811,0,4.31,1.45,18.77,2.69,0
20230902:1911,0,0,0,17.03,2.76,0
20230902:2011,0,0,0,16.22,2.41,0
20230902:2111,0,0,0,15.56,2.48,0
20230902:2211,0,0,0,14.85,2.41,0
20230902:2311,0,0,0,14.32,2.28,0
20230903:0011,0,0,0,13.86,2.07,0
20230903:0111,0,0,0,13.27,1.86,0
20230903:0211,0,0,0,12.63,1.86,0
20230903:0311,0,0,0,12.14,1.72,0
20230903:0411,0,0,0,11.82,1.52,0
20230903:0511,0,0.86,1.9,11.49,1.45,0
20230903:0611,37.52,60.63,11.02,11.8,1.03,0
20230903:0711,150.74,197.24,20.07,14.24,0.69,0
20230903:0811,362.53,452.3,28.63,16.07,0.76,0
20230903:0911,549.21,700.27,36.12,18.27,0.9,0
20230903:1011,545.06,700.15,41.83,19.72,1.03,0
20230903:1111,543.36,705.78,44.92,20.68,0.76,0
20230903:1211,568.8,741.39,44.77,21.32,0.97,0
20230903:1311,674.35,898.29,41.42,21.77,0.83,0
20230903:1411,570.82,750.8,35.52,22.02,0.48,0
20230903:1511,217.69,283.82,27.91,21.92,0.55,0
20230903:1611,161.38,217.83,19.29,21.64,0.83,0
20230903:1711,30.4,53.31,10.21,20.87,1.17,0
20230903:1811,0,0,0,19.74,1.79,0
20230903:1911,0,0,0,18.21,2.41,0
20230903:2011,0,0,0,17,2.55,0
20230903:2111,0,0,0,16.24,2.55,0
20230903:2211,0,0,0,15.55,2.48,0
20230903:2311,0,0,0,15.02,2.34,0
20230904:0011,0,0,0,14.43,2.34,0
20230904:0111,0,0,0,13.9,2.28,0
20230904:0211,0,0,0,13.48,2.21,0
20230904:0311,0,0,0,13.08,2.28,0
20230904:0411,0,0,0,12.86,2.41,0
20230904:0511,0,0.86,1.66,12.75,2.41,0
20230904:0611,64.38,102.85,10.78,13.35,2.34,0
20230904:0711,249.96,319.39,19.83,15.21,2.28,0
20230904:0811,459.96,568.77,28.37,17.44,2.69,0
20230904:0911,618.36,777.52,35.83,19.41,2.9,0
20230904:1011,651.54,830.3,41.51,21.02,3.03,0
20230904:1111,745.39,969.18,44.56,22.26,3.03,0
20230904:1211,718.7,936.97,44.39,23.23,2.97,0
20230904:1311,674.73,877.5,41.05,23.89,2.83,0
20230904:1411,577.69,743.29,35.16,24.29,2.76,0
20230904:1511,336.84,430.85,27.56,24.32,2.83,0
20230904:1611,145.1,198.17,18.94,23.93,2.69,0
20230904:1711,63.18,115.46,9.87,22.98,2.62,0
20230904:1811,0,0,0,21.21,3.1,0
20230904:1911,0,0,0,19.87,3.45,0
20230904:2011,0,0,0,18.94,3.45,0
20230904:2111,0,0,0,18.28,3.17,0
20230904:2211,0,0,0,17.51,2.9,0
20230904:2311,0,0,0,16.75,2.76,0
20230905:0011,0,0,0,16.13,2.76,0
20230905:0111,0,0,0,15.73,2.9,0
20230905:0211,0,0,0,15.56,3.1,0
20230905:0311,0,0,0,15.57,3.31,0
20230905:0411,0,0,0,15.68,3.45,0
20230905:0511,0,1.72,1.42,15.83,3.59,0
20230905:0611,72.54,124.89,10.54,16.5,3.59,0
20230905:0711,271.21,350.68,19.58,18.44,3.1,0
20230905:0811,456.01,569.12,28.1,20.54,3.45,0
20230905:0911,608.92,768.4,35.54,22.22,3.86,0
20230905:1011,702.43,905.09,41.18,23.68,3.72,0
20230905:1111,754.55,990.73,44.2,24.94,3.45,0
20230905:1211,747.41,989,44.02,26.01,3.24,0
20230905:1311,703.2,928.74,40.67,26.79,3.1,0
20230905:1411,602.03,784.19,34.79,27.24,3.24,0
20230905:1511,434.09,560.1,27.2,27.31,3.52,0
20230905:1611,238.92,323.92,18.6,26.92,3.45,0
20230905:1711,58.64,109.01,9.52,25.88,3.31,0
20230905:1811,0,0,0,24.19,3.24,0
20230905:1911,0,0,0,22.9,3.17,0
20230905:2011,0,0,0,21.8,3.17,0
20230905:2111,0,0,0,20.94,3.24,0
20230905:2211,0,0,0,20.23,3.24,0
20230905:2311,0,0,0,19.58,3.1,0
20230906:0011,0,0,0,18.91,3.03,0
20230906:0111,0,0,0,18.26,2.83,0
20230906:0211,0,0,0,17.63,2.62,0
20230906:0311,0,0,0,17.01,2.48,0
20230906:0411,0,0,0,16.48,2.41,0
20230906:0511,0,0,0,16.05,2.41,0
20230906:0611,70.24,120.92,10.3,16.31,2.28,0
20230906:0711,265.82,345.01,19.34,18.51,2.41,0
20230906:0811,446.55,561.28,27.84,20.8,2.62,0
20230906:0911,599.79,769.07,35.25,22.82,2.55,0
20230906:1011,685.46,899.26,40.85,24.6,2.55,0
20230906:1111,739,985.13,43.84,26.06,2.69,0
20230906:1211,738.7,988.69,43.64,27.18,2.83,0
20230906:1311,692.03,921.73,40.29,27.91,2.83,0
20230906:1411,585.92,772,34.42,28.23,2.55,0
20230906:1511,421.06,550.56,26.84,28.23,2.34,0
20230906:1611,233.83,320.89,18.25,27.83,2.07,0
20230906:1711,55.07,103.31,9.18,26.79,1.93,0
20230906:1811,0,0,0,24.91,2.55,0
20230906:1911,0,0,0,23.31,2.62,0
20230906:2011,0,0,0,22.01,2.69,0
20230906:2111,0,0,0,20.98,2.76,0
20230906:2211,0,0,0,20.21,2.76,0
20230906:2311,0,0,0,19.59,2.83,0
20230907:0011,0,0,0,19.06,2.9,0
20230907:0111,0,0,0,18.57,2.9,0
20230907:0211,0,0,0,18.11,2.9,0
20230907:0311,0,0,0,17.64,2.9,0
20230907:0411,0,0,0,17.17,2.83,0
20230907:0511,0,0,0,16.72,2.76,0
20230907:0611,67.95,116.71,10.06,16.84,2.55,0
20230907:0711,264.27,343.41,19.09,18.74,2.41,0
20230907:0811,451.24,566.54,27.57,20.97,2.9,0
20230907:0911,602.22,766.36,34.96,22.93,3.31,0
20230907:1011,694.74,901.82,40.52,24.62,3.45,0
20230907:1111,738.64,974.01,43.48,25.96,3.38,0
20230907:1211,734.2,971.98,43.26,26.95,3.45,0
20230907:1311,696.55,917.43,39.91,27.57,3.59,0
20230907:1411,590.79,767.63,34.05,27.88,3.72,0
20230907:1511,422,544.75,26.48,27.84,3.86,0
20230907:1611,229.47,312.77,17.89,27.45,3.66,0
20230907:1711,52.31,99.53,8.83,26.46,3.31,0
20230907:1811,0,0,0,24.76,3.17,0
20230907:1911,0,0,0,23.52,3.17,0
20230907:2011,0,0,0,22.46,3.31,0
20230907:2111,0,0,0,21.63,3.31,0
20230907:2211,0,0,0,20.84,3.17,0
20230907:2311,0,0,0,20.06,3.03,0
20230908:0011,0,0,0,19.31,2.97,0
20230908:0111,0,0,0,18.67,2.9,0
20230908:0211,0,0,0,18.1,2.76,0
20230908:0311,0,0,0,17.53,2.62,0
20230908:0411,0,0,0,17,2.55,0
20230908:0511,0,0,0,16.55,2.48,0
20230908:0611,66.84,115.49,9.82,16.7,2.28,0
20230908:0711,257.99,335.87,18.84,18.69,2.07,0
20230908:0811,439.65,555.56,27.31,21.11,2.14,0
20230908:0911,582.84,752.36,34.66,23.31,2.07,0
20230908:1011,668.98,885.53,40.19,25.3,2.07,0
20230908:1111,713.59,963.33,43.11,26.93,2,0
20230908:1211,699.37,946.19,42.87,28.19,2.14,0
20230908:1311,667.52,900.23,39.52,28.9,2.14,0
20230908:1411,562.05,746.93,33.68,29.21,2.07,0
20230908:1511,397.55,523.58,26.12,29.17,2,0
20230908:1611,180.63,251.34,17.54,28.74,1.66,0
20230908:1711,47.11,90.48,8.48,27.74,1.31,0
20230908:1811,0,0,0,25.82,1.1,0
20230908:1911,0,0,0,23.38,2,0
20230908:2011,0,0,0,21.85,2,0
20230908:2111,0,0,0,20.59,1.86,0
20230908:2211,0,0,0,19.45,1.66,0
20230908:2311,0,0,0,18.46,1.59,0
20230909:0011,0,0,0,17.59,1.72,0
20230909:0111,0,0,0,16.9,1.79,0
20230909:0211,0,0,0,16.31,1.86,0
20230909:0311,0,0,0,15.81,1.86,0
20230909:0411,0,0,0,15.38,1.79,0
20230909:0511,0,0,0,15.43,1.52,0
20230909:0611,56.98,95.26,9.58,15.88,1.31,0
20230909:0711,240.67,314.37,18.59,17.62,0.76,0
20230909:0811,418.32,532.61,27.04,19.35,0.55,0
20230909:0911,557.77,729.67,34.36,21.51,0.48,0
20230909:1011,644.44,866.11,39.86,23.84,0.69,0
20230909:1111,689.14,942.63,42.75,25.53,0.83,0
20230909:1211,676.65,923.66,42.49,26.54,1.03,0
20230909:1311,640.05,868.48,39.14,27.13,1.03,0
20230909:1411,537.46,718.06,33.3,27.45,0.9,0
20230909:1511,382.9,506.66,25.75,27.49,0.69,0
